ORF_ID	ec	     product
61019_0		flavin-nucleotide-binding protein 
109772_0		DNA gyrase/topoisomerase IV, A subunit 
96126_0		30S ribosomal protein S3 
52369_0		bacillithiol system thiol disulfide oxidoreductase 
96125_0		UDP-N-acetylglucosamine 2-epimerase 
96123_0		iron uptake ABC transporter substrate-binding protein precursor 
96121_0		isoleucyl-tRNA synthetase 
52360_0		Aaa atpase 
52361_0		transcription initiation factor IIE, alpha subunit 
52362_0		phosphate acetyltransferase 
52363_0		dimethylglycine dehydrogenase 
52364_0		adenylosuccinate lyase 
96128_0	3.2.2.23	Formamidopyrimidine-DNA glycosylase 
96129_0	6.3.4.2	CTP synthase 
84352_0	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase 
84353_0		tRNA (guanine-N(7)-)-methyltransferase 
84356_0	6.2.1.26	2-succinylbenzoate--CoA ligase 
84354_0		Feruloyl esterase 
84355_0		Aldehyde oxidase xanthine dehydrogenase, molybdopterin binding 
102943_0		possible tyrosine transporter P-protein (TC 2.A.45.2.1) 
102942_0		rod shape-determining protein MreB 
84358_0		hydrolase, nudix family protein 
84359_0		Phosphoribosylaminoimidazole-succinocarboxamide synthase 
102947_0		FAD dependent oxidoreductase 
102946_0		Accessory colonization factor AcfD, partial
102945_0		LSU ribosomal protein L14P 
102944_0		protein-disulfide isomerase-like protein 
10230_0		single-stranded DNA-specific exonuclease 
10231_0		acetoacetyl-CoA synthase 
10232_0		VacB/RNase II family 3'-5' exoribonuclease 
10233_0		superfamily II DNA RNA helicase 
18429_1		Acetylornithine transaminase 
18428_0		ATPase AAA 
10236_0		D-alanine--D-alanine ligase 
10236_1		nuclear protein SET 
10237_0		7-cyano-7-deazaguanine tRNA-ribosyltransferase 
10238_0		Iron-regulated ABC transporter membrane component SufB 
18424_0		LAO/AO transport system ATPase 
18427_0	3.5.3.3	Creatinase OS Flavobacterium sp. (strain U-188) PE 1 SV 2 
18426_0		beta-lactamase domain-containing protein 
18421_0	6.1.1.6	Lysine--tRNA ligase, heat inducible 
18421_1		Cytidylate kinase 
18420_0		
18420_1		
18423_0		peptidase S9A prolyl oligopeptidase domain-containing protein beta-propeller 
103096_0		L-iditol 2-dehydrogenase/threonine dehydrogenase 
115201_0		AMP-dependent synthetase ligase 
103094_0		DNA methylase N-4/N-6 domain-containing protein 
103092_0	1.6.5.3	NADH-quinone oxidoreductase subunit 8 
115205_0		protein archease
115206_0	2.3.1.35	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial 
99098_0		N-acetyltransferase GCN5 
99097_0		voltage-dependent potassium channel cyclic nucleotide-binding domain 
99096_0		polyglutamyl synthetase CapB family protein 
99095_0		molecular chaperone DjlA
99094_0		streptogramin lyase 
99093_0		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase 
99092_0		Part outer membrane protein assembly complex, which involved insertion beta-barrel proteins into 
99091_0		NUDIX hydrolase 
91695_0		integrase catalytic subunit 
91694_0		peptidase M14 carboxypeptidase A 
52988_0		polysaccharide deacetylase 
91690_0		DNA polymerase I 
91693_0		RNA methyltransferase TrmH family, group 1 
39102_0		copper resistance protein 
52985_0	2.7.7.7	DNA polymerase 
52986_0		DNA polymerase III delta prime subunit 
52980_0		arylsulfatase A family protein 
52982_0	1.6.5.3	NADH-quinone oxidoreductase subunit H 
52983_0		TonB-dependent receptor
17958_0		NAD-dependent epimerase/dehydratase 
17959_0	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase 
17959_1	2.6.1.52	Phosphoserine aminotransferase 
52163_0		3-isopropylmalate dehydratase large subunit 
17954_1		Transcription elongation factor greA 
17955_0		Aconitate hydratase A 
17955_1		2-methylcitrate dehydratase 
17956_2		heme O synthase, protoheme IX farnesyltransferase COX10-CtaB 
87717_0	2.2.1.6	Probable acetolactate synthase small subunit 
55356_0		TPR repeat protein 
85403_0		arginine--tRNA ligase 
85405_0		tolerance protein 
85407_0		tRNA pseudouridine synthase D 
85409_0		bifunctional folylpolyglutamate synthase/ dihydrofolate synthase 
85408_0		Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit 
89571_0	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase 
89573_0		TIGR00268 family protein 
92922_0		GDP-mannose 3,5-epimerase 
92923_0		thioredoxin 
92920_0		oxidoreductase 
92921_0		oxidoreductase activity, acting paired donors, incorporation or reduction molecular oxygen, NAD(P)H as one donor, atom oxygen 
92924_0		Membrane 
92925_0		L-seryl-tRNA(Sec) selenium transferase 
80150_0		transcriptional regulatory protein 
50275_0		glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase subunit B 
50277_0		major facilitator transporter 
75082_0		translocase binding subunit (ATPase) 
75081_0		extracellular solute-binding protein, family 7 
76526_0		
68946_0		repeat-containing protein 
76522_0		inner membrane transport permease 
110006_0		adenylylsulfate kinase 
73905_0	2.4.2.29	tRNA-guanine(15) transglycosylase 
73904_0		ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component 
73906_0		aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B 
73903_0	6.3.4.2	CTP synthase 
73909_0		Lysine exporter protein (Lyse ygga) 
73908_0		DNA topoisomerase subunit B 
81409_0		Heat shock protein 60 family co-chaperone GroES 
4057_2	4.2.1.20	Tryptophan synthase beta chain 1 
74020_0	6.3.5.3	Phosphoribosylformylglycinamidine synthase subunit PurL 
4050_1		Iron-regulated ABC transporter ATPase subunit SufC 
4050_2		cysteine desulfurase activator complex subunit SufB 
74024_0		ABC transporter (permease) 
4058_1		DNA helicase II 
4059_0		
4059_1		ribonuclease HI 
4059_2		acetyl-CoA synthetase (ADP-forming), alpha beta subunit fusion 
39945_0	3.6.1.1	Pyrophosphate-energized vacuolar membrane proton pump OS Vigna radiata var. PE 1 SV 4 
39944_0		MotA/TolQ/ExbB proton channel 
39943_0		AMP-dependent synthetase ligase 
39942_0	1.4.1.4	NAD-specific glutamate dehydrogenase A 
39941_0		putative NADH-dependent oxidoreductase 
39940_0	2.7.4.6	Nucleoside diphosphate kinase B NdkB (Fragment) 
39940_1		50S ribosomal protein L24 
114780_0		Acryloyl-CoA reductase electron transfer subunit beta 
114781_0	3.5.4.25	Riboflavin biosynthesis protein RibBA 
8423_0		DNA mismatch repair protein MutL 
8422_0		tRNA-splicing endonuclease subunit alpha 
8422_1		phosphate transport regulator 
8421_0	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase 
8421_1	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase 2, chloroplastic OS Solanum lycopersicum PE 2 SV 1 
8427_0	2.3.3.9	Malate synthase G 
8427_1		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha 
8426_0		riboflavin synthase subunit alpha 
8426_1		citrate lyase beta subunit 
8425_0		DNA-directed RNA polymerase subunit A' 
8425_1		DNA-directed RNA polymerase subunit B 
8429_1	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase 
8428_0		short-chain alcohol dehydrogenase 
8428_1	1.9.3.1	Alternative cytochrome c oxidase subunit 2 
38013_0		histidyl-tRNA synthetase HisS 
68330_0		quinolinate synthetase complex subunit alpha 
38011_0		Inner membrane protein translocase component YidC, long form 
38016_0		flagellar motor protein 
38014_0		putative FAD-dependent dehydrogenase 
38018_0		TonB-dependent receptor 
38019_0		DNA-directed RNA polymerase subunit beta' 
9770_0		ABC transporter (permease) 
9771_0		protein unknown function DUF28 
9771_1	3.1.22.4	Crossover junction endodeoxyribonuclease RuvC 
9771_2		Holliday junction ATP-dependent DNA helicase RuvA 
9772_0		ATP--cobalamin adenosyltransferase 
9772_1		arsenite-anitmonite efflux pump, ArsB family precursor 
9773_0		zinc-binding CMP/dCMP deaminase 
9773_1		Xanthine dehydrogenase/oxidase 
9775_0		extracellular solute-binding protein, family 1 
9776_0		membrane protein
9777_0		Glutamyl-Q tRNA(Asp) synthetase 
9778_0		tonB-dependent Receptor 
9779_0		tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG 
82172_0		membrane protein 
82173_0		CMP-2-keto-3-deoxyoctulosonic acid synthetase 
115567_0		
7390_0	5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase 
7390_1	4.2.1.20	Tryptophan synthase beta chain 1 
7392_0		DSBA oxidoreductase 
7393_0		DNA gyrase B subunit GyrB 
7394_0		
7394_1		pantetheine-phosphate nucleotidyltransferase 
7395_0		Furoyl-CoA dehydrogenase large subunit 
7395_1		Furoyl-CoA dehydrogenase large subunit 
7396_0		tryptophanyl-tRNA synthetase 
7396_1		Segregation condensation protein ScpA 
7399_0		
110912_0		putative dGTP triphosphohydrolase 
108388_0		tRNA pseudouridine(55) synthase TruB
110916_0		replicative DNA helicase 
110914_0		aconitase subunit 1 
110919_0		BNR repeat-containing glycosyl hydrolase 
59045_0		glycosyl hydrolase BNR repeat-containing 
42779_0		family 2 glycosyl transferase 
59040_0		aspartate tRNA synthetase 
59041_1		acetoacetyl-coenzyme A synthetase 
42772_0		peptidase family M3 
42773_0	1.1.1.86	Ketol-acid reductoisomerase (NADP(+)) 
1565_2	1.1.1.1	Alcohol dehydrogenase class-3 OS Sparus aurata PE 2 SV 1 
1567_0		isoleucyl-tRNA synthetase 
1567_1		protease Do 
1566_0		
1566_2		TusE/DsrC/DsvC family sulfur relay protein 
1566_3		2OG-Fe(II) oxygenase 
1566_5		chromosome partitioning protein ParB 
1561_0		BAX inhibitor protein
1561_1		bifunctional DNA-directed RNA polymerase subunit beta-beta' 
1560_0		glycine betaine ABC transporter substrate-binding protein 
1560_2		ABC transporter substrate binding inner membrane protein 
1563_0		peroxisomal bifunctional enzyme 
1563_1		acyl-CoA dehydrogenase 
1563_2		3-hydroxyacyl-CoA dehydrogenase 
1562_1		putative acetylornithine deacetylase 
1562_3		Mandelate racemase/muconate lactonizing enzyme 
69069_0		Uncharacterised protein family (UPF0104) 
1568_2		Short-chain specific acyl-CoA dehydrogenase, mitochondrial 
8287_0		ATP synthase subunit alpha 
8286_1		kinase, pfkB family protein 
8285_0	3.5.1.27	Peptide deformylase 
8284_0		rod shape-determining protein RodA 
8282_0		Regulator peptidoglycan synthesis that essential function penicillin-binding protein 1A (PBP1a) (By similarity) 
8282_1		Phosphoheptose isomerase 
8281_0		type II secretion system protein E 
8280_1		Rhodanese domain-containing protein 
8289_0		PhoH family protein 
8289_1		2, 4-dienoyl-CoA reductase (NADPH)-like protein 
8288_0		lipoprotein
56541_0		Histidyl-trna synthetase 
56543_0		Dna recombination protein 
56544_0	6.3.5.2	GMP synthase 
56545_0		
56548_0		anthranilate synthase, component I, chorismate binding 
77590_0		Choline-sulfatase 
77591_0		Chaperone protein ClpC, chloroplastic OS Pisum sativum PE 2 SV 1 
77596_0		aconitate hydratase domain-containing protein 
77597_0		
77595_0		glycyl-tRNA synthetase subunit alpha 
78614_0		peptidase S9B dipeptidylpeptidase IV domain protein 
78611_0		DNA primase (bacterial type) 
78613_0		Heme chaperone required biogenesis c-type cytochromes. Transiently binds heme delivered CcmC transfers to apo-cytochromes process facilitated CcmF CcmH (By similarity) 
78618_0	4.2.3.5	Chorismate synthase 
78619_0	4.1.3.27	Anthranilate synthase alpha subunit OS Ruta graveolens PE 2 SV 1 
5019_0		putative aldehyde dehydrogenase 
5019_1		deoxyribose-phosphate aldolase 
112510_0		5-deoxyadenosylcobinamide phosphate nucleotidyltransferase 
112513_0	5.4.2.12	Phosphoglycerate mutase 2 
112514_0		pyridoxamine 5'-phosphate oxidase-like FMN-binding protein 
112517_0	6.3.4.2	CTP synthase 
58393_0		UDP-N-acetylglucosamine acyltransferase 
43428_1		peptide ABC transporter ATP-binding protein 
58390_0	1.1.1.95	D-3-phosphoglycerate dehydrogenase 
58396_0		NUDIX hydrolase 
58394_0		NADH dehydrogenase ubiquinone complex I, assembly factor 7 
43420_0		rod shape-determining protein MreB 
43425_0		Bifunctional protein HldE 
43424_0		putative lipid-A-disaccharide synthase 
43427_0		30S ribosomal protein S8 
86129_0		amino acid uptake ABC transporter substrate-binding protein precursor 
86128_0		spermidine/putrescine ABC transporter ATPase
86127_0		threonyl-tRNA synthetase 
63747_0		30S ribosomal protein S15 
86125_0		preprotein translocase subunit SecY 
86124_0		geranylgeranyl pyrophosphate synthase 
86121_0		6-pyruvoyl tetrahydrobiopterin synthase 
63741_0	5.2.1.8	Peptidyl-prolyl cis-trans isomerase slr1251 
55019_0		ribonucleotide reductase class Ia (aerobic) subunit alpha 
55018_0	4.2.1.8	Mannonate dehydratase 
55016_0		
55013_0		ATP-dependent hsl protease ATP-binding subunit HslU 
55011_0	4.1.1.21	Putative phosphoribosylaminoimidazole carboxylase 
55010_0		rhodanese 
48765_1		Prokaryotic N-terminal methylation motif 
48764_0		ATP-dependent RNA DNA helicase 
48761_0		low specificity l-threonine aldolase 
96921_0		Na+/solute symporter 
31359_0		membrane protein-like 
31351_0		
31357_0		Ser-tRNA(Thr) hydrolase / threonyl-tRNA synthetase 
31354_0		N-methyl glutamate synthase large subunit C OS Methyloversatilis universalis PE 3 SV 1 
31355_0		inner membrane protein translocase component YidC, long form 
248_0		tryptophanyl-tRNA synthetase 
248_1		segregation condensation protein A 
248_2		segregation condensation protein B 
248_3		pseudouridine synthase activity 
248_4		putative bifunctional Cytidylate kinase / 4-hydroxy-3-methylbut-2-enyl diphosphate reductase (Cytidine monophosphate Isopentenyl-diphosphate:NAD(P)+ oxidoreductase) (cmk/ispH-like) 
248_5		RNA binding S1 domain-containing protein 
248_7		O-sialoglycoprotein endopeptidase Gcp 
249_0		putative high-affinity branched-chain amino acid transport ATP-binding protein 
249_1		High-affinity branched-chain amino acid transport ATP-binding protein LivF 
249_2		amino acid/amide ABC transporter membrane protein 1, HAAT family 
249_3		branched-chain amino acid ABC transporter permease 
249_4		cysteine desulfurase family protein 
249_5	2.7.7.12	Galactose-1-phosphate uridylyltransferase 
249_6		galactokinase 
242_0		nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 
242_6		atpase associated various cellular activities 
242_8		short-chain dehydrogenase/reductase SDR 
243_0		60 kDa chaperonin (Protein Cpn60) (groEL protein) 
243_1		Dihydroneopterin aldolase 
243_3		deoxynucleoside kinase family protein 
243_6		Zn-dependent oxidoreductase, NADPH:quinone reductase 
243_7		(2Fe-2S) ferredoxin 
243_10		Purine nucleoside phosphoramidase 
243_11		chromosome segregation protein SMC 
240_0		enoyl-CoA hydratase
240_1		cell division protein FtsB 
240_2	4.2.1.11	Enolase 
240_3	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase 
240_4	6.3.4.2	CTP synthase 
240_6		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha 
240_7		DNA polymerase III subunit alpha 
241_0		KOW domain-containing protein 
241_1		large subunit ribosomal protein L14 
241_2		30S ribosomal protein S17P 
241_3		50s ribosomal protein l29 
241_4		30S ribosomal protein S3p 
241_5		50S ribosomal protein L22P 
241_6		30S ribosomal protein S19P 
241_7		50S ribosomal protein L23p 
241_8		50S ribosomal protein L4p 
241_9		50S ribosomal protein L3p 
241_10		chromosome 9 open reading frame 114 
241_11		20S proteasome, alpha beta subunit 
241_12		
241_13		conserved protein implicated secretion 
246_2		putative transcriptional regulator (AsnC family) 
246_6	2.7.7.7	DNA polymerase I 
247_6		2-hydroxyisobutyryl-CoA mutase small subunit 
247_7		D-tyrosyl-tRNA(Tyr) deacylase Dtd 
244_0		Fumarate reductase iron-sulfur subunit 
244_1		Fumarate reductase flavoprotein subunit 
244_2		gamma-glutamyltransferase
245_1	6.3.4.2	CTP synthase 
245_5		Lipopolysaccharide export system ATP-binding protein LptB 
245_7		membrane protease subunit HflK 
245_8		membrane protease subunit HflC 
245_9		20S proteasome subunits A B 
89039_0		thymidylate synthase ThyX 
37985_1		Ubiquinone biosynthesis monooxygenase UbiB 
37984_0		SNF family Na+-dependent transporter 
37987_0		family 2 glycosyl transferase 
37980_0		Fo ATP synthase subunit A 
45069_0		MoxR-like ATPase 
45068_0		ubiquinone/menaquinone biosynthesis methyltransferase 
45063_0		spermidine synthase 
45062_0		acyl-CoA dehydrogenase domain-containing protein 
45067_0		30S ribosomal protein S12 
45064_0		pseudo-pilin PulG 
30409_0		M24 family peptidase 
30401_0		histone acetyltransferase, ELP3 family 
30400_0		cytochrome c biogenesis protein transmembrane region 
30405_0		FAD dependent oxidoreductase 
20859_0		transcription termination factor Rho 
20858_0		prolyl-tRNA synthetase 
20853_0		glutathione synthetase 
20853_1		glutamate--cysteine ligase 
20852_0		polynucleotide phosphorylase/polyadenylase 
20851_0	2.7.1.90	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase 
20850_0		N-acetylmuramic acid 6-phosphate etherase 
20855_1		phosphate starvation protein PhoH 
20854_1		DNA mismatch repair protein MutL 
93525_0		glyceraldehyde-3-phosphate dehydrogenase 
93527_0		SpsC-like DegT/DnrJ/EryC1/StrS family aminotransferase 
93521_0		2,3-butanediol dehydrogenase 
93520_0		Ribonucleoside-diphosphate reductase subunit alpha 
93528_0		Pkd domain containing protein 
39424_1		dUTPase family protein 
45689_0		alcohol dehydrogenase 
45684_0		TonB-dependent receptor
45681_0		1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic 
45680_0		organic radical activating protein 
45680_1	3.5.4.16	GTP cyclohydrolase 1 
94437_0		hopanoid biosynthesis associated radical SAM protein HpnJ 
94431_0		Thioesterase 
39420_0		Ycei family 
39421_0		translation elongation factor G 
39423_0		ribosomal protein L2, bacterial/organellar 
3553_0		amino acid uptake ABC transporter substrate-binding protein precursor 
3553_1		binding-protein-dependent transport system inner membrane protein 
39553_0		exosome complex RNA-binding protein Rrp4 
80965_0	2.6.1.1	Aspartate aminotransferase 
47688_0	1.3.3.3	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial 
5246_0		putative proline dehydrogenase 
109719_0		l-carnitine dehydratase bile acid-inducible protein F 
109716_0		phenylalanyl-tRNA synthetase subunit beta 
47683_0		M24 family peptidase 
109713_0	1.1.1.28	D-lactate dehydrogenase 
109712_0		nitrilase cyanide hydratase apolipoprotein n-acyltransferase 
47687_0		theronine dehydrogenase-like Zn-dependent dehydrogenase 
47686_0		pantetheine-phosphate adenylyltransferase 
104838_0	4.2.1.17	Enoyl-CoA hydratase (Fad-3) 
61658_0		SH3 domain containing, Ysc84-like 1 (S. cerevisiae) 
61659_0		peptidase M32 carboxypeptidase Taq metallopeptidase 
81365_0		UvrABC system protein A 
81366_0		TatD family hydrolase 
104830_0		oxidoreductase 
81362_0		RND superfamily 
25573_0		two component Fis family sigma54-specific transcriptional regulator 
25572_1		pyruvate formate-lyase activating enzyme 
25571_0		Allows formation correctly charged Gln-tRNA(Gln) through transamidation misacylated Glu-tRNA(Gln) organisms which lack glutaminyl-tRNA synthetase. The reaction takes place presence glutamine ATP activated gamma-phospho-Glu-tRNA(Gln) (By similarity) 
25570_0		Acyl-CoA thioester hydrolase 
25575_0		tRNA modification GTPase MnmE 
25574_0		selenoprotein O cysteine-containing protein-like protein 
25578_0		peptidase M13
47352_0		thioredoxin domain protein 
47350_0		ABC-type multidrug transport system, ATPase component 
47357_0		pyridine nucleotide-disulfide oxidoreductase 
98437_0	6.3.5.2	GMP synthase 
47355_0		23S rRNA pseudouridine(2604) synthase 
47354_0		glutamine phosphoribosylpyrophosphate amidotransferase 
98438_0		ABC transporter-like protein 
98439_0		peptidase S8/S53 subtilisin kexin sedolisin 
68071_0		dehydrogenase 
68070_0		peptidase S9
68072_0		tRNA modification GTPase mnmE 
38755_0		membrane protein 
68076_0	2.6.1.57	Aspartate aminotransferase 
107873_0		Metallo-beta-lactamase family protein 
4268_0		
4265_0		trimethylamine methyltransferase MttB 
4265_1		NAD-dependent aldehyde dehydrogenase 
4264_0		2-oxoisovalerate dehydrogenase, E1 component subunits alpha beta 
4264_1	2.3.1.12	Dihydrolipoamide acetyltransferase (Fragment) OS Saccharopolyspora erythraea PE 4 SV 1 
4267_1		Protein unknown function (DUF3386) 
4266_0		sodium:proline symporter
34400_0		putative blue copper protein 
34403_0		Transitional endoplasmic reticulum ATPase 
34402_0	6.3.1.2	Glutamine synthetase cytosolic isozyme OS Medicago sativa PE 2 SV 1 
96004_0		Dimethlysulfonioproprionate lyase DddP 
96007_0	6.3.4.14	Acetyl-CoA carboxylase biotin subunit (Fragment) OS Glycine max PE 4 SV 1 
96006_0		3'-to-5' exoribonuclease R VacB 
96000_0		50S ribosomal protein L7Ae 
96003_0		putative integral membrane protein 
96002_0		3-oxoacyl- reductase FabG 
96008_0		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase 
94899_0		phosphate acetyltransferase 
94890_0	4.3.2.1	Probable argininosuccinate lyase 
94891_0		formate dehydrogenase subunit D 
94893_0		oxidoreductase domain-containing protein 
94895_0		flagellin domain-containing protein 
94896_0		Integrin alpha beta-propellor repeat-containing protein 
94897_0		putative Acetolactate synthase large subunit 
59259_0		succinyl-CoA--3-ketoacid-CoA transferase
59256_0		short-chain dehydrogenase/reductase SDR 
49310_0		motA TolQ ExbB proton channel family 
49313_0		alpha/beta hydrolase domain-containing protein 
107714_0		translation initiation factor IF-2 
107716_0		glycine cleavage system protein T 
107710_0		DNA polymerase III subunit beta 
107712_0		
98697_0	6.3.5.5	Carbamoyl-phosphate synthase small chain 
37176_0		alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen 
37177_1		IscR-regulated protein YhgI 
37171_0		
37173_0	4.3.2.2	Adenylosuccinate lyase 
67167_0		DNA-cytosine methyltransferase 
67164_0		outer membrane protein/protective antigen OMA87 
67165_0		family 3 glycosyl hydrolase/beta-lactamase fusion protein 
67162_0		family 3 adenylate cyclase
67163_0		NUDIX hydrolase domain-containing protein 
67160_0		signal peptide protein 
67161_0	6.3.4.14	Pyruvate carboxylase n-terminal domain 
102297_0		Sulfoacetaldehyde acetyltransferase 
102296_0		Malonyl CoA-acyl carrier protein transacylase 
102295_0		aminotransferase class-III domain-containing protein 
102294_0		short-chain alcohol-related dehydrogenase 
102293_0		protein unfolding ATPase required presentation proteins to proteases 
102292_0		Putative alkyl/aryl-sulfatase YjcS 
67168_0		tRNA synthetases catalytic domain-containing protein 
67169_0		DNA-directed RNA polymerase, beta'' subunit, predominant form 
29799_0		High-affinity choline transport protein 
29798_0		Di-haem cytochrome c peroxidase-like protein 
101920_0		oxidoreductase
101921_0		putative sugar nucleotide epimerase dehydratase protein 
29793_0		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
29792_0		
29791_0		3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase 
29790_0		tRNA (uracil-5-)-methyltransferase 
29797_0		DNA gyrase subunit A 
29795_0		acyl-CoA dehydrogenase domain-containing protein 
18919_0	2.5.1.47	Cysteine synthase B 
18918_0		heat shock protein Hsp20 
18918_1		Required, probably indirectly, hydroxylation 2-octaprenylphenol to 2-octaprenyl-6-hydroxy-phenol, fourth step ubiquinone biosynthesis (By similarity) 
23137_1		predicted enzyme, binds pyridoxal 5'-phosphate 
23131_0		
23130_0	2.2.1.1	Transketolase 
23133_0		proton-translocating NADH-quinone oxidoreductase subunit L 
23133_1		NADH-quinone oxidoreductase subunit M
23132_0		major facilitator Superfamily 
18911_0		TonB-dependent receptor 
18910_0		AMP-dependent synthetase ligase 
18913_0		Pyruvate kinase 
23138_0		
18917_0		FAD dependent oxidoreductase 
16513_0	2.3.1.9	Acetyl-CoA acetyltransferase 
16513_1		Short-chain specific acyl-CoA dehydrogenase, mitochondrial 
16512_0		N-acetylgalactosamine-6-sulfatase 
16511_0		fatty acid/phospholipid synthesis protein PlsX 
16511_1		3-oxoacyl- synthase 3 
16510_0		Na+/solute symporter 
16517_0		Probable D-lactate dehydrogenase, mitochondrial 
16516_0	6.3.5.3	Probable phosphoribosylformylglycinamidine synthase 
16515_1		synthase 
16519_0		Histidinol dehydrogenase 
50078_0		Ammonia monooxygenase methane monooxygenase, subunit C 
50079_0		3-hydroxybutyrate dehydrogenase type 2 
50077_0		protein translocase subunit secF 
50074_0		amidohydrolase 
50073_0		translation initiation factor aIF-2/yIF-2 
50070_0		UPF0107 protein 
106047_0	4.1.1.21	N5-carboxyaminoimidazole ribonucleotide mutase 
102031_0		
106045_0	4.1.3.27	Anthranilate synthase beta subunit 
106042_0		integrase 
106048_0		homoserine kinase 
23798_1		Nitrile hydratase beta subunit 
58536_0		endonuclease V 
23791_0		glycosyl transferase family protein 
23794_0		acetylglutamate kinase/acetylaminoadipate kinase 
23796_1		short-chain dehydrogenase/reductase SDR 
58534_0		Xaa-Pro aminopeptidase 
20446_0		mechanosensitive ion channel protein MscS 
20446_1		mechanosensitive ion channel protein MscS 
20447_0		
20441_0		phage tail sheath protein 
20443_1		GYD domain protein
28677_0	2.1.1.13	Probable methionine synthase 
28674_0		Integral membrane protein (MviN 
28672_0		outer membrane protein assembly complex, YaeT 
28678_1		oxidoreductase domain-containing protein 
21793_0	1.6.5.3	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic 
21792_0		Associates EF-Tu.GDP complex induces exchange GDP to GTP. It remains bound aminoacyl-tRNA.EF- Tu.GTP up GTP hydrolysis stage ribosome (By similarity) 
21791_0		ATP-dependent RNA helicase RhlB 
21790_0	4.1.3.27	Anthranilate synthase component 1 
21796_0		ankyrin repeat-containing protein 
114012_0		aerobic cobaltochelatase CobT subunit 
114013_0		imidazole glycerol phosphate synthase, glutamine amidotransferase subunit 
21799_0		Isoleucyl-tRNA synthetase 
21798_1		segregation condensation protein B 
114017_0		ABC transporter ATP-binding protein 
114015_0		class V aminotransferase 
109542_0		putative ATP-binding Mrp family protein 
109541_0		acyl-CoA dehydrogenase domain-containing protein 
109547_0		Arabinose 5-phosphate isomerase GutQ 
109544_0		membrane dipeptidase 
4075_0		AMP-dependent synthetase ligase 
4075_1	4.2.1.20	Tryptophan synthase beta chain 
60245_0		homogentisate 1,2-dioxygenase 
60242_0		DNA topoisomerase IV subunit A 
114909_0	1.1.1.42	Isocitrate dehydrogenase 
60240_0		heterodisulfide reductase 
60241_0		Pyrrolo-quinoline quinone 
60248_0		tetratricopeptide repeat protein
60249_0		udp-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase 
115762_0		cobalamin (vitamin B12) biosynthesis protein CbiG 
115760_0		Exosome complex 
115766_0		argininosuccinate lyase 
115765_0		formate dehydrogenase formation protein FdhD 
12517_1		IMP biosynthesis enzyme PurP-like protein 
12516_1	2.6.1.1	Aspartate aminotransferase 
12515_0		recombinase A 
12514_0	3.8.1.5	Haloalkane dehalogenase 
12514_1		arginase family protein 1 
12513_0		Fe-S-cluster oxidoreductase 
12513_1		dehydrogenase (flavoprotein)-like protein 
12512_1		radical SAM domain-containing protein 
12510_0		
12519_0		sugar ABC transporter extracellular solute-binding family 1 protein 
12519_1		putative TTT family transporter large permease component TctA 
12518_0		Na/Pi-cotransporter family protein/PhoU protein 
108639_0	4.2.1.11	Enolase 2 
108638_0		transcriptional regulator
108631_0		Pyrrolo-quinoline quinone 
108630_0		arylsulfatase
108636_0		DNA-directed RNA polymerase subunit E' 
108635_0		Oligoendopeptidase f 
108634_0		Responsible synthesis pseudouridine from uracil- 13 transfer RNAs (By similarity) 
19633_1		50S ribosomal protein L1 
19632_0		trigger factor
19631_0		glycolate oxidase iron-sulfur subunit GlcF 
19637_0	2.7.7.7	DNA polymerase II large subunit 
19636_0		DNA primase (bacterial type) 
19635_0		trimethylamine methyltransferase MttB-like protein 
25968_0		3-hydroxydecanoyl- dehydratase 
25969_0		ribosomal RNA large subunit methyltransferase J 
25969_1		putative ATP binding protein 
